PART_NO,PART_DESCRIPTION,Version,ST_ LOCATION,VALIDITY,CAT Description,QTY REQUIRED,Qty / Lot,Primary #,Secondary #,Pack Code,Pack Qty,Packing Group,Total No of Packing Group,Mix Group,Mix,Bom.no,Case_map,Images
462672VF0B,PROTR-BRAKE TUBE,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AA,1,0,0,208,0,462672VF0B
462672VF2B,PROTR-BRAKE TUBE,5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AC,1,0,0,209,0,462672VF2B
462672VF3B,PROTR-BRAKE TUBE,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AA,1,0,0,210,0,462672VF3B
462712VE0A,Exhaust brake Clips,5,AC-L1-B2 Box,-,X866A725KAXCL - GAZL E3,120,120,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,120,AC,1,0,0,211,0,462712VE0A
462712VE1A,CLIP-TUBE,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AC,1,0,0,212,0,462712VE1A
462722VE0A,SPCR-TUBE,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,96,AB,1,0,0,213,0,462722VE0A
462722VE2A,SPCR-TUBE,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,96,AC,1,0,0,214,0,462722VE2A
462862VF6A,TUBE ASSY-FR BRAKE(RR RH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,215,0,462862VF6A
462862VF7A,TUBE ASSY-FR BRAKE(RR RH),5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,216,0,462862VF7A
462862VF8A,TUBE ASSY-FR BRAKE(RR RH),5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,217,0,462862VF8A
462862VF9A,TUBE ASSY-FR BRAKE(RR RH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,218,0,462862VF9A
462872VF0A,TUBE ASSY-FR BRAKE(RR LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,219,0,462872VF0A
462872VF1A,TUBE ASSY-FR BRAKE(RR LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,220,0,462872VF1A
462872VF2A,TUBE ASSY-FR BRAKE(RR LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,221,0,462872VF2A
462872VF3A,TUBE ASSY-FR BRAKE(RR LH),5,AA L4 ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,222,0,462872VF3A
463152VF1A,"TUBE ASSY-BRAKE,RR LH",5,AA L4 ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,223,0,463152VF1A
463162VE0A,"TUBE ASSY-BRAKE,RR LH",5,AA L4 ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,224,0,463162VE0A
463642VF0A,CONN-BRAKE TUBE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,225,0,463642VF0A
463642VF1A,CONN-BRAKE TUBE,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,226,0,463642VF1A
463702VE0D,PROTR-BRAKE TUBE,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PROPELLER SHAFT ASSEMBLY,24,AB,1,0,0,227,0,463702VE0D
463702VE0E,PROTR BRAKE TUBE,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PROPELLER SHAFT ASSEMBLY,24,AB,1,0,0,228,0,463702VE0E
471112VE0A,SHELL-VAC TANK,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,ASSY VACUUM TANK,1,AH,24,0,0,229,0,471112VE0A
472402VE0A,"SW ASSY-VAC,WARNING",5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,ASSY VACUUM TANK,24,AB,1,0,0,230,0,472402VE0A
474112VE1A,BRKT-VAC HOSE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,72,72,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,72,AB,1,0,0,231,0,474112VE1A
474112VF0A,BRKT-TUBE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,232,0,474112VF0A
474202VE0A,BRAKE UNIT-EXH,5,AA L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AA,1,0,0,233,0,474202VE0A
474242VE0A,VALVE SOL,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,234,0,474242VE0A
474392VE2A,TUBE-VAC,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,235,0,474392VE2A
474392VE3A,TUBE-VAC,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,236,0,474392VE3A
474392VE4A,TUBE-VAC,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,237,0,474392VE4A
474392VE5A,TUBE-VAC,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,238,0,474392VE5A
474392VF2B,Tube Vac,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,239,0,474392VF2B
474732VE2A,HOSE-VAC,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AC,1,0,0,240,0,474732VE2A
474732VE3A,HOSE-VAC,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,241,0,474732VE3A
474732VE6A,HOSE-VAC,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AB,1,0,0,242,0,474732VE6A
474732VF4A,HOSE-VAC,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AC,1,0,0,243,0,474732VF4A
476602VF0A,ACTR&ELEC CONT ASSY-ANTI SKID,5,AA L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,244,0,476602VF0A
478402VF0A,BRKT ASSY-ACTR,5,AA L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,245,0,478402VF0A
479602VF0A,BRKT-SEN,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,96,AB,1,0,0,246,0,479602VF0A
479602VF1A,BRKT-SEN,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AB,1,0,0,247,0,479602VF1A
479602VF5A,BRKT-SEN,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AB,1,0,0,248,0,479602VF5A
479602VF6A,Brkt Sensor,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AB,1,0,0,249,0,479602VF6A
483082VF1A,BOLT SPL (M14x1.5),5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,48,AC,1,0,0,250,0,483082VF1A
483502VF0A,ADAPTER PLATE LHD,5,AA L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AA,1,0,0,251,0,483502VF0A
484002VE0A,WHEEL ASSY STRG,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,1,AH,24,0,0,252,0,484002VE0A
484202VE0A,PAD ASSY HORN,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,1,AH,24,0,0,253,0,484202VE0A
484212VE0A,PAD - HORN,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,1,AH,24,0,0,254,0,484212VE0A
484302VE0A,BODY ASSY STRG WHEEL,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,1,AH,24,0,0,255,0,484302VE0A
484672VE0A,STEERING WHEEL EMBLEM,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,1,AH,24,0,0,256,0,484672VE0A
485022VE0A,ARM-PITMAN,5,AA L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AA,1,0,0,257,0,485022VE0A
485062VE0A,NUT-GEAR ARM LOCK,5,AJ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,4,AJ,6,0,0,258,0,485062VE0A
485082VE0A,WASH-GEAR ARM LOCK,5,AJ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,4,AJ,6,0,0,259,0,485082VE0A
486802VF0C,DRAG LINK LHD,5,AD L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,EXPORT MITR FABPANEL BUS LHD,24,AD,1,0,0,260,0,486802VF0C
488922VF0C,RUBBER SEAL,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,Front End Structure Assembly,24,AC,1,0,0,261,0,488922VF0C
492002VE0B,GEAR ASSY-PS,5,AJ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,4,AJ,6,0,0,262,0,492002VE0B
497172VF0B,HOSE ASSY - SUCT PS,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AA,1,0,0,263,0,497172VF0B
497202VF1C,PRESSURE TUBE,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AA,1,0,0,264,0,497202VF1C
497202VF1D,HOSE AND TUBE ASSY-PRESS PS(PUMP SIDE),5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AC,1,0,0,265,0,497202VF1D
497212VF1D,HOSE & TUBE ASSY - RTN PS(RESERVIOR END),5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AC,1,0,0,266,0,497212VF1D
497212VF2B,"HOSE & TUBE ASSY-RTN,PS RESERVOIR END",5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AC,1,0,0,267,0,497212VF2B
497212VF3C,RETURN TUBE,5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AC,1,0,0,268,0,497212VF3C
497262VE0A,GSKT-CONN,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,48,AB,1,0,0,269,0,497262VE0A
497292VF0A,CLP-PS TUBE,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,270,0,497292VF0A
497332VF0A,INSUL - TUBE PS,5,AC-L1-B2 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,48,AC,1,0,0,271,0,497332VF0A
497382VE0A,BOLT-EYE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,272,0,497382VE0A
497802VE0A,BRKT ASSY - PS HOSE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,273,0,497802VE0A
497802VE1A,BRKT ASSY-PS HOSE,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,274,0,497802VE1A
497802VF0A,BRKT ASSY - PS HOSE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,275,0,497802VF0A
497802VF0B,BRKT  PS PUMP,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,POWER STEERING MiTR FAB BUS C,24,AB,1,0,0,276,0,497802VF0B
503812VF1B,BOTTOM BRKT RR SPR FR LH,5,AB L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AB,1,0,0,277,0,503812VF1B
503822VF1B,BOTTOM BRKT - RR SPR (FR RH),5,AB L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AB,1,0,0,278,0,503822VF1B
511102VE0B,HOOK ASSY-FR,5,AD L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB-LHD-CSRA - EXPORTS - TOW HOO,24,AD,1,0,0,279,0,511102VE0B
540102VE3B,SPR ASSY - FR,5,AU,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,12,AU,4,0,0,280,0,540102VE3B
540102VF3B,FRONT ANTI ROLL BAR,5,AC L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,24,AC,1,0,0,281,0,540102VF3B
540282VE0A,SEAT ASSY-FR SPR,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AB,1,0,0,282,0,540282VE0A
540282VF0A,ARB MTG BRKT AT FRM END,5,AB L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AB,1,0,0,283,0,540282VF0A
540282VF0B,STAB BRKT MTG ON AXLE,5,AB L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AB,1,0,0,284,0,540282VF0B
540312VE0A,SHIM-CASTER,5,AD L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AD,1,0,0,285,0,540312VE0A
540502VE3B,BMPR ASSY-BOUND FR,5,AA L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AA,1,0,0,286,0,540502VE3B
542192VE0A,CLIP-FR SPR,5,AA L1,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,96,AA,1,0,0,287,0,542192VE0A
550202VE0E,RR ANTI ROLL BAR,5,AC L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,24,AC,1,0,0,288,0,550202VE0E
550202VF0E, SPR ASSY - REAR,5,AU,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,12,AU,4,0,0,289,0,550202VF0E
550802VF0A,FLANGE BOLT - SPL  M14X1.5X86 G10.9,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AB,1,0,0,290,0,550802VF0A
552202VF0A,ARB PULL ROD ASSEMBLY AT RR,5,AD L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AD,1,0,0,291,0,552202VF0A
552202VF0B,ARB FR LINK ROD ASSY,5,AD L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AD,1,0,0,292,0,552202VF0B
552402VE0E,BMPR ASSY - BOUND RR,5,AA L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AA,1,0,0,293,0,552402VE0E
552442VE1A,"PLATE-RR SPR,UPR",5,AA L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AA,1,0,0,294,0,552442VE1A
552472VF1A,Clip RR Spr,5,AA L1,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,96,AA,1,0,0,295,0,552472VF1A
552592VF0A,FLANGE BOLT - SPL -M14x2x99 G10.9,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AB,1,0,0,296,0,552592VF0A
552592VF0B,BOLT - SPL M12  X  1.5FP  X  130mm  LONG,5,AB L4,-,X866A725KAXCL - GAZL E3,576,576,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,576,AB,1,0,0,297,0,552592VF0B
552602VF0A,SEAT ASSY-RR SPR LWR LH,5,AD L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,24,AD,1,0,0,298,0,552602VF0A
552602VF0B,SEAT ASSY-RR SPR LWR RH,5,AD L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,24,AD,1,0,0,299,0,552602VF0B
561002VE3B,ABS COMPL - FR SHOCK,5,AA L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AA,1,0,0,300,0,561002VE3B
561272VE0A,"BOLT-FR SHOCK ABS,LWR",5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS FR,48,AB,1,0,0,301,0,561272VE0A
562002VE0E,ABS COMPL - RR SHOCK,5,AA L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,48,AA,1,0,0,302,0,562002VE0E
572102VE0A,CARR ASSY-SPARE WHEEL,5,AG L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS SPARE WHEEL CARRIER,24,AG,1,0,0,303,0,572102VE0A
572122VE0A,BRKT-SPARE WHEEL CARR,5,AB L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS SPARE WHEEL CARRIER,24,AB,1,0,0,304,0,572122VE0A
572322VE0B,PALTE-SPARE WHEEL MTG,5,AB L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS SPARE WHEEL CARRIER,48,AB,1,0,0,305,0,572322VE0B
625652VF0C,BRKT - MTG LH HEADLAMP,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,Front End Structure Assembly,1,AH,24,0,0,306,0,625652VF0C
